date,sarima
2016-05-17 03:00:00,45.33032900780846
2016-05-17 04:00:00,46.56154147621406
2016-05-17 05:00:00,49.193789702131944
2016-05-17 06:00:00,54.4471366718372
2016-05-17 07:00:00,75.08156868165695
2016-05-17 08:00:00,102.42977550665411
2016-05-17 09:00:00,106.81246564637897
2016-05-17 10:00:00,122.68957053201598
2016-05-17 11:00:00,126.32248059480636
2016-05-17 12:00:00,126.2104853986416
2016-05-17 13:00:00,130.35307682008727
2016-05-17 14:00:00,104.80569345522355
2016-05-17 15:00:00,103.19182547077139
2016-05-17 16:00:00,112.64938717524721
2016-05-17 17:00:00,159.720740578456
2016-05-17 18:00:00,189.50991572460518
2016-05-17 19:00:00,105.5896252935591
2016-05-17 20:00:00,90.61609362675077
2016-05-17 21:00:00,71.43740565712189
2016-05-17 22:00:00,50.63024883381732
2016-05-17 23:00:00,43.066012725431335
2016-05-18 00:00:00,42.25121956561449
2016-05-18 01:00:00,43.112483817038054
2016-05-18 02:00:00,42.13354922816355
2016-05-18 03:00:00,42.21339813577098
2016-05-18 04:00:00,43.93746704884756
2016-05-18 05:00:00,47.43505161794593
2016-05-18 06:00:00,52.72187149600789
2016-05-18 07:00:00,73.43874168601793
2016-05-18 08:00:00,98.74184146090114
2016-05-18 09:00:00,103.84886775673542
2016-05-18 10:00:00,115.54272005399879
2016-05-18 11:00:00,121.5019011938532
2016-05-18 12:00:00,115.9581228068217
2016-05-18 13:00:00,116.13556608723015
2016-05-18 14:00:00,101.11723257743077
2016-05-18 15:00:00,98.16464666687087
2016-05-18 16:00:00,109.73366356316706
2016-05-18 17:00:00,153.44204304531246
2016-05-18 18:00:00,184.46302277909754
2016-05-18 19:00:00,129.29138394465375
2016-05-18 20:00:00,116.6900646780921
2016-05-18 21:00:00,87.65008172630678
2016-05-18 22:00:00,61.49712597204004
2016-05-18 23:00:00,50.061367759114304
2016-05-19 00:00:00,47.079556707256515
2016-05-19 01:00:00,46.08311905912494
2016-05-19 02:00:00,44.26145532761215
2016-05-19 03:00:00,43.28402147276414
2016-05-19 04:00:00,44.482657310785804
2016-05-19 05:00:00,48.161869512369876
2016-05-19 06:00:00,53.57379963041503
2016-05-19 07:00:00,72.4959479818852
2016-05-19 08:00:00,98.45780884187289
2016-05-19 09:00:00,103.92898313045698
2016-05-19 10:00:00,114.98278754819565
2016-05-19 11:00:00,121.67251336830904
2016-05-19 12:00:00,115.23901322796854
2016-05-19 13:00:00,117.87861290948311
2016-05-19 14:00:00,102.03264002791073
2016-05-19 15:00:00,99.2892601643448
2016-05-19 16:00:00,111.29181625994713
2016-05-19 17:00:00,150.813044494337
2016-05-19 18:00:00,188.15637088740485
2016-05-19 19:00:00,127.56383854425388
2016-05-19 20:00:00,110.69215037550828
2016-05-19 21:00:00,79.8936041503335
2016-05-19 22:00:00,55.68687243122966
2016-05-19 23:00:00,45.95065607478823
2016-05-20 00:00:00,44.04031837924285
2016-05-20 01:00:00,43.753181368779785
2016-05-20 02:00:00,42.2852767024044
2016-05-20 03:00:00,41.955101547546164
2016-05-20 04:00:00,43.692834061191725
2016-05-20 05:00:00,46.68482018907177
2016-05-20 06:00:00,52.09947857434683
2016-05-20 07:00:00,71.33031363719644
2016-05-20 08:00:00,96.89559028116419
2016-05-20 09:00:00,101.15079686690042
2016-05-20 10:00:00,113.62870340608455
2016-05-20 11:00:00,119.44789553680135
2016-05-20 12:00:00,113.99725609996467
2016-05-20 13:00:00,114.700458833491
2016-05-20 14:00:00,100.07282356329232
2016-05-20 15:00:00,98.39318438286665
2016-05-20 16:00:00,109.65179542600544
2016-05-20 17:00:00,155.43509707338418
2016-05-20 18:00:00,183.82451349246043
2016-05-20 19:00:00,78.9789499456657
2016-05-20 20:00:00,76.3857614913443
2016-05-20 21:00:00,59.32177117268055
2016-05-20 22:00:00,41.97736610021944
2016-05-20 23:00:00,36.54969687196985
2016-05-21 00:00:00,37.366266470635956
2016-05-21 01:00:00,38.93067693738729
2016-05-21 02:00:00,37.883792163625934
2016-05-21 03:00:00,39.635955983680816
2016-05-21 04:00:00,41.24274619334133
2016-05-21 05:00:00,45.29451854149648
2016-05-21 06:00:00,51.049601592774295
2016-05-21 07:00:00,71.57131547895482
2016-05-21 08:00:00,99.74645781605119
2016-05-21 09:00:00,101.65984642459568
2016-05-21 10:00:00,113.6194595087185
2016-05-21 11:00:00,119.09489464572414
2016-05-21 12:00:00,113.42800667469312
2016-05-21 13:00:00,113.7950884023085
2016-05-21 14:00:00,98.47141200651922
2016-05-21 15:00:00,95.00486035293162
2016-05-21 16:00:00,105.83549805213657
2016-05-21 17:00:00,146.54140005121442
2016-05-21 18:00:00,179.6726845424702
2016-05-21 19:00:00,96.33000517848018
2016-05-21 20:00:00,90.0094385957824
2016-05-21 21:00:00,70.95548001952997
2016-05-21 22:00:00,50.83550997082181
2016-05-21 23:00:00,42.502237004823314
2016-05-22 00:00:00,42.3907945721655
2016-05-22 01:00:00,43.209833425829636
2016-05-22 02:00:00,42.654765347794104
2016-05-22 03:00:00,42.291111566047164
2016-05-22 04:00:00,44.47163772129374
2016-05-22 05:00:00,47.4550861107921
2016-05-22 06:00:00,53.28053870562703
2016-05-22 07:00:00,72.63554524024778
2016-05-22 08:00:00,107.35167601208357
2016-05-22 09:00:00,118.33307813833878
2016-05-22 10:00:00,134.23592566993264
2016-05-22 11:00:00,143.072568818535
2016-05-22 12:00:00,125.02367955690877
2016-05-22 13:00:00,132.99071186540883
2016-05-22 14:00:00,115.41062351329516
2016-05-22 15:00:00,116.27353251397362
2016-05-22 16:00:00,110.83959290729405
2016-05-22 17:00:00,149.49361835195296
2016-05-22 18:00:00,184.0347655720436
2016-05-22 19:00:00,140.0167287285604
2016-05-22 20:00:00,112.25212236669928
2016-05-22 21:00:00,89.4906668625235
2016-05-22 22:00:00,61.94015588538672
2016-05-22 23:00:00,55.75304439870462
2016-05-23 00:00:00,48.037036676487844
2016-05-23 01:00:00,47.121718575285186
2016-05-23 02:00:00,45.09115994820976
2016-05-23 03:00:00,44.67366268048618
2016-05-23 04:00:00,46.08320589387839
2016-05-23 05:00:00,48.73121539123349
2016-05-23 06:00:00,54.39124080608025
2016-05-23 07:00:00,73.96104470879054
2016-05-23 08:00:00,107.95017344425024
2016-05-23 09:00:00,108.61111025398668
2016-05-23 10:00:00,125.83602404047751
2016-05-23 11:00:00,140.68282217991137
2016-05-23 12:00:00,120.38392548525385
2016-05-23 13:00:00,120.65726592191822
2016-05-23 14:00:00,105.56061396275265
2016-05-23 15:00:00,102.658507660331
2016-05-23 16:00:00,110.83099756250726
2016-05-23 17:00:00,160.3071685992806
2016-05-23 18:00:00,184.07068598639552
2016-05-23 19:00:00,166.1256407670414
2016-05-23 20:00:00,125.87505166120022
2016-05-23 21:00:00,95.2104259811006
2016-05-23 22:00:00,67.75996498996926
2016-05-23 23:00:00,54.56780038089474
2016-05-24 00:00:00,50.28957743397498
2016-05-24 01:00:00,48.29666186418252
2016-05-24 02:00:00,46.385135517445
2016-05-24 03:00:00,45.08562459518724
2016-05-24 04:00:00,46.03280760027962
2016-05-24 05:00:00,49.77820473959878
2016-05-24 06:00:00,54.42035225317315
2016-05-24 07:00:00,73.28932479754467
2016-05-24 08:00:00,99.8454028189712
2016-05-24 09:00:00,104.7953505252647
2016-05-24 10:00:00,116.90805529821336
2016-05-24 11:00:00,124.31020812496953
2016-05-24 12:00:00,116.11889561557194
2016-05-24 13:00:00,117.33081498295047
2016-05-24 14:00:00,102.26555719049455
2016-05-24 15:00:00,100.83945961546456
2016-05-24 16:00:00,114.51148156089795
2016-05-24 17:00:00,167.80492543760008
2016-05-24 18:00:00,183.45062254605213
2016-05-24 19:00:00,128.60991528717787
2016-05-24 20:00:00,108.63141019653115
2016-05-24 21:00:00,82.8429358377777
2016-05-24 22:00:00,59.44020771234186
2016-05-24 23:00:00,49.453925356080624
2016-05-25 00:00:00,46.418024821804465
2016-05-25 01:00:00,46.304480197429534
2016-05-25 02:00:00,44.68378114258752
2016-05-25 03:00:00,44.146266215474
2016-05-25 04:00:00,45.50927497369474
2016-05-25 05:00:00,51.824457677168944
2016-05-25 06:00:00,54.79465758116635
2016-05-25 07:00:00,79.32165412578249
2016-05-25 08:00:00,99.5759980314308
2016-05-25 09:00:00,103.23080488707318
2016-05-25 10:00:00,117.20010280584205
2016-05-25 11:00:00,126.44461734986086
2016-05-25 12:00:00,119.69505600545732
2016-05-25 13:00:00,120.56292505291944
2016-05-25 14:00:00,107.4693986877312
2016-05-25 15:00:00,104.73993143136121
2016-05-25 16:00:00,113.82841535316983
2016-05-25 17:00:00,158.48601077872172
2016-05-25 18:00:00,183.74200401514634
2016-05-25 19:00:00,122.89976229790119
2016-05-25 20:00:00,107.00301500341115
2016-05-25 21:00:00,82.34821189584183
2016-05-25 22:00:00,58.600337224192025
2016-05-25 23:00:00,48.84092567900618
2016-05-26 00:00:00,46.028572311770795
2016-05-26 01:00:00,45.59672384559297
2016-05-26 02:00:00,44.30863216998077
2016-05-26 03:00:00,43.372099567025536
2016-05-26 04:00:00,45.14542679337507
2016-05-26 05:00:00,48.551841388522504
2016-05-26 06:00:00,53.38855505583851
2016-05-26 07:00:00,73.5062056425651
2016-05-26 08:00:00,100.3848871342354
2016-05-26 09:00:00,105.40900478833301
2016-05-26 10:00:00,117.03578772634745
2016-05-26 11:00:00,122.592798153665
2016-05-26 12:00:00,115.07197262510992
2016-05-26 13:00:00,117.18662059283346
2016-05-26 14:00:00,102.99776285459052
2016-05-26 15:00:00,100.73727523770903
2016-05-26 16:00:00,119.05068497183257
2016-05-26 17:00:00,153.11328688721065
2016-05-26 18:00:00,184.1159611014574
2016-05-26 19:00:00,224.91508396619855
2016-05-26 20:00:00,168.74256040602822
2016-05-26 21:00:00,119.53259796634845
2016-05-26 22:00:00,84.69685766071294
2016-05-26 23:00:00,67.21129106806734
2016-05-27 00:00:00,59.32549362280703
2016-05-27 01:00:00,55.39323170468469
2016-05-27 02:00:00,51.20525043474122
2016-05-27 03:00:00,49.50256307491286
2016-05-27 04:00:00,49.40037827946396
2016-05-27 05:00:00,52.4531474772524
2016-05-27 06:00:00,57.06495811273157
2016-05-27 07:00:00,78.50922871217517
2016-05-27 08:00:00,107.44744294573252
2016-05-27 09:00:00,119.27116027464635
2016-05-27 10:00:00,130.6241436330491
2016-05-27 11:00:00,136.2700461199745
2016-05-27 12:00:00,126.8946240185014
2016-05-27 13:00:00,119.35640809157489
2016-05-27 14:00:00,104.39514550971158
2016-05-27 15:00:00,101.72895070291355
2016-05-27 16:00:00,138.26473851817883
2016-05-27 17:00:00,174.79428586088883
2016-05-27 18:00:00,189.74018718960448
