date,seasonal_naive_daily
2016-05-16 17:00:00,236.66666666666666
2016-05-16 18:00:00,98.33333333333333
2016-05-16 19:00:00,96.66666666666667
2016-05-16 20:00:00,246.66666666666666
2016-05-16 21:00:00,203.33333333333334
2016-05-16 22:00:00,86.66666666666667
2016-05-16 23:00:00,83.33333333333333
2016-05-17 00:00:00,61.666666666666664
2016-05-17 01:00:00,53.333333333333336
2016-05-17 02:00:00,56.666666666666664
2016-05-17 03:00:00,53.333333333333336
2016-05-17 04:00:00,55.0
2016-05-17 05:00:00,51.666666666666664
2016-05-17 06:00:00,53.333333333333336
2016-05-17 07:00:00,61.666666666666664
2016-05-17 08:00:00,88.33333333333333
2016-05-17 09:00:00,70.0
2016-05-17 10:00:00,148.33333333333334
2016-05-17 11:00:00,103.33333333333333
2016-05-17 12:00:00,206.66666666666666
2016-05-17 13:00:00,266.6666666666667
2016-05-17 14:00:00,88.33333333333333
2016-05-17 15:00:00,111.66666666666667
2016-05-17 16:00:00,88.33333333333333
2016-05-17 17:00:00,243.33333333333334
2016-05-17 18:00:00,155.0
2016-05-17 19:00:00,115.0
2016-05-17 20:00:00,96.66666666666667
2016-05-17 21:00:00,68.33333333333333
2016-05-17 22:00:00,46.666666666666664
2016-05-17 23:00:00,60.0
2016-05-18 00:00:00,50.0
2016-05-18 01:00:00,55.0
2016-05-18 02:00:00,51.666666666666664
2016-05-18 03:00:00,53.333333333333336
2016-05-18 04:00:00,53.333333333333336
2016-05-18 05:00:00,58.333333333333336
2016-05-18 06:00:00,56.666666666666664
2016-05-18 07:00:00,65.0
2016-05-18 08:00:00,56.666666666666664
2016-05-18 09:00:00,51.666666666666664
2016-05-18 10:00:00,53.333333333333336
2016-05-18 11:00:00,51.666666666666664
2016-05-18 12:00:00,53.333333333333336
2016-05-18 13:00:00,41.666666666666664
2016-05-18 14:00:00,53.333333333333336
2016-05-18 15:00:00,51.666666666666664
2016-05-18 16:00:00,66.66666666666667
2016-05-18 17:00:00,153.33333333333334
2016-05-18 18:00:00,100.0
2016-05-18 19:00:00,123.33333333333333
2016-05-18 20:00:00,118.33333333333333
2016-05-18 21:00:00,65.0
2016-05-18 22:00:00,46.666666666666664
2016-05-18 23:00:00,55.0
2016-05-19 00:00:00,51.666666666666664
2016-05-19 01:00:00,53.333333333333336
2016-05-19 02:00:00,55.0
2016-05-19 03:00:00,51.666666666666664
2016-05-19 04:00:00,51.666666666666664
2016-05-19 05:00:00,65.0
2016-05-19 06:00:00,70.0
2016-05-19 07:00:00,53.333333333333336
2016-05-19 08:00:00,61.666666666666664
2016-05-19 09:00:00,65.0
2016-05-19 10:00:00,58.333333333333336
2016-05-19 11:00:00,70.0
2016-05-19 12:00:00,56.666666666666664
2016-05-19 13:00:00,86.66666666666667
2016-05-19 14:00:00,81.66666666666667
2016-05-19 15:00:00,83.33333333333333
2016-05-19 16:00:00,105.0
2016-05-19 17:00:00,118.33333333333333
2016-05-19 18:00:00,178.33333333333334
2016-05-19 19:00:00,143.33333333333334
2016-05-19 20:00:00,223.33333333333334
2016-05-19 21:00:00,81.66666666666667
2016-05-19 22:00:00,51.666666666666664
2016-05-19 23:00:00,56.666666666666664
2016-05-20 00:00:00,51.666666666666664
2016-05-20 01:00:00,51.666666666666664
2016-05-20 02:00:00,50.0
2016-05-20 03:00:00,51.666666666666664
2016-05-20 04:00:00,56.666666666666664
2016-05-20 05:00:00,55.0
2016-05-20 06:00:00,58.333333333333336
2016-05-20 07:00:00,50.0
2016-05-20 08:00:00,53.333333333333336
2016-05-20 09:00:00,36.666666666666664
2016-05-20 10:00:00,55.0
2016-05-20 11:00:00,51.666666666666664
2016-05-20 12:00:00,55.0
2016-05-20 13:00:00,50.0
2016-05-20 14:00:00,63.333333333333336
2016-05-20 15:00:00,81.66666666666667
2016-05-20 16:00:00,90.0
2016-05-20 17:00:00,208.33333333333334
2016-05-20 18:00:00,120.0
2016-05-20 19:00:00,98.33333333333333
2016-05-20 20:00:00,118.33333333333333
2016-05-20 21:00:00,66.66666666666667
2016-05-20 22:00:00,50.0
2016-05-20 23:00:00,56.666666666666664
2016-05-21 00:00:00,51.666666666666664
2016-05-21 01:00:00,51.666666666666664
2016-05-21 02:00:00,36.666666666666664
2016-05-21 03:00:00,58.333333333333336
2016-05-21 04:00:00,51.666666666666664
2016-05-21 05:00:00,61.666666666666664
2016-05-21 06:00:00,66.66666666666667
2016-05-21 07:00:00,80.0
2016-05-21 08:00:00,126.66666666666667
2016-05-21 09:00:00,73.33333333333333
2016-05-21 10:00:00,81.66666666666667
2016-05-21 11:00:00,73.33333333333333
2016-05-21 12:00:00,71.66666666666667
2016-05-21 13:00:00,61.666666666666664
2016-05-21 14:00:00,60.0
2016-05-21 15:00:00,46.666666666666664
2016-05-21 16:00:00,48.333333333333336
2016-05-21 17:00:00,75.0
2016-05-21 18:00:00,78.33333333333333
2016-05-21 19:00:00,65.0
2016-05-21 20:00:00,70.0
2016-05-21 21:00:00,65.0
2016-05-21 22:00:00,53.333333333333336
2016-05-21 23:00:00,45.0
2016-05-22 00:00:00,48.333333333333336
2016-05-22 01:00:00,51.666666666666664
2016-05-22 02:00:00,56.666666666666664
2016-05-22 03:00:00,48.333333333333336
2016-05-22 04:00:00,56.666666666666664
2016-05-22 05:00:00,51.666666666666664
2016-05-22 06:00:00,60.0
2016-05-22 07:00:00,56.666666666666664
2016-05-22 08:00:00,208.33333333333334
2016-05-22 09:00:00,310.0
2016-05-22 10:00:00,383.3333333333333
2016-05-22 11:00:00,431.6666666666667
2016-05-22 12:00:00,228.33333333333334
2016-05-22 13:00:00,343.3333333333333
2016-05-22 14:00:00,303.3333333333333
2016-05-22 15:00:00,361.6666666666667
2016-05-22 16:00:00,100.0
2016-05-22 17:00:00,95.0
2016-05-22 18:00:00,125.0
2016-05-22 19:00:00,108.33333333333333
2016-05-22 20:00:00,95.0
2016-05-22 21:00:00,135.0
2016-05-22 22:00:00,73.33333333333333
2016-05-22 23:00:00,148.33333333333334
2016-05-23 00:00:00,60.0
2016-05-23 01:00:00,56.666666666666664
2016-05-23 02:00:00,51.666666666666664
2016-05-23 03:00:00,53.333333333333336
2016-05-23 04:00:00,55.0
2016-05-23 05:00:00,50.0
2016-05-23 06:00:00,58.333333333333336
2016-05-23 07:00:00,63.333333333333336
2016-05-23 08:00:00,190.0
2016-05-23 09:00:00,113.33333333333333
2016-05-23 10:00:00,201.66666666666666
2016-05-23 11:00:00,343.3333333333333
2016-05-23 12:00:00,126.66666666666667
2016-05-23 13:00:00,103.33333333333333
2016-05-23 14:00:00,106.66666666666667
2016-05-23 15:00:00,96.66666666666667
2016-05-23 16:00:00,88.33333333333333
2016-05-23 17:00:00,265.0
2016-05-23 18:00:00,120.0
2016-05-23 19:00:00,96.66666666666667
2016-05-23 20:00:00,116.66666666666667
2016-05-23 21:00:00,88.33333333333333
2016-05-23 22:00:00,78.33333333333333
2016-05-23 23:00:00,60.0
2016-05-24 00:00:00,58.333333333333336
2016-05-24 01:00:00,51.666666666666664
2016-05-24 02:00:00,58.333333333333336
2016-05-24 03:00:00,51.666666666666664
2016-05-24 04:00:00,50.0
2016-05-24 05:00:00,66.66666666666667
2016-05-24 06:00:00,60.0
2016-05-24 07:00:00,56.666666666666664
2016-05-24 08:00:00,51.666666666666664
2016-05-24 09:00:00,55.0
2016-05-24 10:00:00,51.666666666666664
2016-05-24 11:00:00,56.666666666666664
2016-05-24 12:00:00,61.666666666666664
2016-05-24 13:00:00,56.666666666666664
2016-05-24 14:00:00,58.333333333333336
2016-05-24 15:00:00,73.33333333333333
2016-05-24 16:00:00,156.66666666666666
2016-05-24 17:00:00,380.0
2016-05-24 18:00:00,123.33333333333333
2016-05-24 19:00:00,120.0
2016-05-24 20:00:00,105.0
2016-05-24 21:00:00,68.33333333333333
2016-05-24 22:00:00,63.333333333333336
2016-05-24 23:00:00,58.333333333333336
2016-05-25 00:00:00,50.0
2016-05-25 01:00:00,56.666666666666664
2016-05-25 02:00:00,55.0
2016-05-25 03:00:00,53.333333333333336
2016-05-25 04:00:00,53.333333333333336
2016-05-25 05:00:00,106.66666666666667
2016-05-25 06:00:00,71.66666666666667
2016-05-25 07:00:00,161.66666666666666
2016-05-25 08:00:00,56.666666666666664
2016-05-25 09:00:00,38.333333333333336
2016-05-25 10:00:00,66.66666666666667
2016-05-25 11:00:00,101.66666666666667
2016-05-25 12:00:00,128.33333333333334
2016-05-25 13:00:00,118.33333333333333
2016-05-25 14:00:00,150.0
2016-05-25 15:00:00,141.66666666666666
2016-05-25 16:00:00,141.66666666666666
2016-05-25 17:00:00,203.33333333333334
2016-05-25 18:00:00,136.66666666666666
2016-05-25 19:00:00,123.33333333333333
2016-05-25 20:00:00,96.66666666666667
2016-05-25 21:00:00,76.66666666666667
2016-05-25 22:00:00,61.666666666666664
2016-05-25 23:00:00,58.333333333333336
2016-05-26 00:00:00,53.333333333333336
2016-05-26 01:00:00,53.333333333333336
2016-05-26 02:00:00,56.666666666666664
2016-05-26 03:00:00,48.333333333333336
2016-05-26 04:00:00,55.0
2016-05-26 05:00:00,55.0
2016-05-26 06:00:00,55.0
2016-05-26 07:00:00,65.0
2016-05-26 08:00:00,83.33333333333333
2016-05-26 09:00:00,90.0
2016-05-26 10:00:00,78.33333333333333
2016-05-26 11:00:00,50.0
2016-05-26 12:00:00,60.0
2016-05-26 13:00:00,71.66666666666667
2016-05-26 14:00:00,80.0
2016-05-26 15:00:00,80.0
2016-05-26 16:00:00,231.66666666666666
2016-05-26 17:00:00,118.33333333333333
2016-05-26 18:00:00,156.66666666666666
2016-05-26 19:00:00,118.33333333333333
2016-05-26 20:00:00,190.0
2016-05-26 21:00:00,56.666666666666664
2016-05-26 22:00:00,53.333333333333336
2016-05-26 23:00:00,53.333333333333336
2016-05-27 00:00:00,53.333333333333336
2016-05-27 01:00:00,55.0
2016-05-27 02:00:00,50.0
2016-05-27 03:00:00,56.666666666666664
2016-05-27 04:00:00,50.0
2016-05-27 05:00:00,56.666666666666664
2016-05-27 06:00:00,61.666666666666664
2016-05-27 07:00:00,100.0
2016-05-27 08:00:00,156.66666666666666
2016-05-27 09:00:00,276.6666666666667
2016-05-27 10:00:00,265.0
2016-05-27 11:00:00,243.33333333333334
2016-05-27 12:00:00,221.66666666666666
2016-05-27 13:00:00,75.0
2016-05-27 14:00:00,68.33333333333333
2016-05-27 15:00:00,61.666666666666664
2016-05-27 16:00:00,495.0
2016-05-27 17:00:00,440.0
2016-05-27 18:00:00,215.0
