,feature_model_pastonly
2016-05-17 19:00:00,122.07337188720703
2016-05-17 20:00:00,93.26264953613281
2016-05-17 21:00:00,69.54341888427734
2016-05-17 22:00:00,59.652862548828125
2016-05-17 23:00:00,53.5462646484375
2016-05-18 00:00:00,51.00031280517578
2016-05-18 01:00:00,47.89339065551758
2016-05-18 02:00:00,46.631168365478516
2016-05-18 03:00:00,45.8820686340332
2016-05-18 04:00:00,46.99456024169922
2016-05-18 05:00:00,51.09635543823242
2016-05-18 06:00:00,57.652305603027344
2016-05-18 07:00:00,69.15778350830078
2016-05-18 08:00:00,100.68118286132812
2016-05-18 09:00:00,101.43675994873047
2016-05-18 10:00:00,104.92761993408203
2016-05-18 11:00:00,102.30603790283203
2016-05-18 12:00:00,92.09341430664062
2016-05-18 13:00:00,91.27388000488281
2016-05-18 14:00:00,88.87462615966797
2016-05-18 15:00:00,89.31169128417969
2016-05-18 16:00:00,98.23696899414062
2016-05-18 17:00:00,141.64344787597656
2016-05-18 18:00:00,163.3160858154297
2016-05-18 19:00:00,135.23727416992188
2016-05-18 20:00:00,114.8691635131836
2016-05-18 21:00:00,78.50819396972656
2016-05-18 22:00:00,59.2741813659668
2016-05-18 23:00:00,48.62751388549805
2016-05-19 00:00:00,46.66408920288086
2016-05-19 01:00:00,47.55757522583008
2016-05-19 02:00:00,46.98162078857422
2016-05-19 03:00:00,47.081756591796875
2016-05-19 04:00:00,48.12030029296875
2016-05-19 05:00:00,52.412052154541016
2016-05-19 06:00:00,54.23550033569336
2016-05-19 07:00:00,64.99271392822266
2016-05-19 08:00:00,76.58869934082031
2016-05-19 09:00:00,97.22700500488281
2016-05-19 10:00:00,95.73433685302734
2016-05-19 11:00:00,102.32830047607422
2016-05-19 12:00:00,92.36088562011719
2016-05-19 13:00:00,97.75470733642578
2016-05-19 14:00:00,92.7275619506836
2016-05-19 15:00:00,97.61395263671875
2016-05-19 16:00:00,103.44535064697266
2016-05-19 17:00:00,132.8828887939453
2016-05-19 18:00:00,186.3652801513672
2016-05-19 19:00:00,153.91725158691406
2016-05-19 20:00:00,100.48958587646484
2016-05-19 21:00:00,78.37316131591797
2016-05-19 22:00:00,63.78618240356445
2016-05-19 23:00:00,52.40034484863281
2016-05-20 00:00:00,48.59455490112305
2016-05-20 01:00:00,51.237361907958984
2016-05-20 02:00:00,52.83660125732422
2016-05-20 03:00:00,54.55550003051758
2016-05-20 04:00:00,52.762672424316406
2016-05-20 05:00:00,56.44987869262695
2016-05-20 06:00:00,64.28977966308594
2016-05-20 07:00:00,85.85332489013672
2016-05-20 08:00:00,142.15904235839844
2016-05-20 09:00:00,125.31381225585938
2016-05-20 10:00:00,150.14149475097656
2016-05-20 11:00:00,160.3953857421875
2016-05-20 12:00:00,157.7189483642578
2016-05-20 13:00:00,163.30484008789062
2016-05-20 14:00:00,141.1856689453125
2016-05-20 15:00:00,126.44551086425781
2016-05-20 16:00:00,185.2235565185547
2016-05-20 17:00:00,180.8246612548828
2016-05-20 18:00:00,194.64480590820312
2016-05-20 19:00:00,118.8067855834961
2016-05-20 20:00:00,95.81382751464844
2016-05-20 21:00:00,81.47891235351562
2016-05-20 22:00:00,65.59405517578125
2016-05-20 23:00:00,57.08659362792969
2016-05-21 00:00:00,50.84906005859375
2016-05-21 01:00:00,54.201324462890625
2016-05-21 02:00:00,51.9737663269043
2016-05-21 03:00:00,51.45010757446289
2016-05-21 04:00:00,50.872318267822266
2016-05-21 05:00:00,53.09737777709961
2016-05-21 06:00:00,59.71944046020508
2016-05-21 07:00:00,74.32624816894531
2016-05-21 08:00:00,109.43266296386719
2016-05-21 09:00:00,120.65560150146484
2016-05-21 10:00:00,156.04110717773438
2016-05-21 11:00:00,132.90977478027344
2016-05-21 12:00:00,149.00100708007812
2016-05-21 13:00:00,133.0052490234375
2016-05-21 14:00:00,147.6920166015625
2016-05-21 15:00:00,131.6696014404297
2016-05-21 16:00:00,154.66844177246094
2016-05-21 17:00:00,151.45208740234375
2016-05-21 18:00:00,167.16453552246094
2016-05-21 19:00:00,109.55938720703125
2016-05-21 20:00:00,90.02236938476562
2016-05-21 21:00:00,71.4775390625
2016-05-21 22:00:00,64.18441772460938
2016-05-21 23:00:00,57.78105163574219
2016-05-22 00:00:00,51.57904815673828
2016-05-22 01:00:00,53.54751968383789
2016-05-22 02:00:00,53.09612274169922
2016-05-22 03:00:00,53.0640869140625
2016-05-22 04:00:00,54.170745849609375
2016-05-22 05:00:00,56.4918212890625
2016-05-22 06:00:00,59.26198196411133
2016-05-22 07:00:00,75.67418670654297
2016-05-22 08:00:00,117.3380126953125
2016-05-22 09:00:00,128.88174438476562
2016-05-22 10:00:00,134.73147583007812
2016-05-22 11:00:00,109.20944213867188
2016-05-22 12:00:00,138.4552459716797
2016-05-22 13:00:00,121.38394165039062
2016-05-22 14:00:00,144.17962646484375
2016-05-22 15:00:00,109.46173095703125
2016-05-22 16:00:00,139.88160705566406
2016-05-22 17:00:00,156.6159210205078
2016-05-22 18:00:00,173.68621826171875
2016-05-22 19:00:00,134.3158721923828
2016-05-22 20:00:00,150.0561981201172
2016-05-22 21:00:00,112.72212982177734
2016-05-22 22:00:00,84.07564544677734
2016-05-22 23:00:00,82.37300109863281
2016-05-23 00:00:00,71.96424102783203
2016-05-23 01:00:00,68.2123031616211
2016-05-23 02:00:00,67.16353607177734
2016-05-23 03:00:00,68.08895111083984
2016-05-23 04:00:00,75.3404769897461
2016-05-23 05:00:00,87.72077178955078
2016-05-23 06:00:00,92.37374877929688
2016-05-23 07:00:00,107.0513687133789
2016-05-23 08:00:00,120.90384674072266
2016-05-23 09:00:00,122.29057312011719
2016-05-23 10:00:00,142.22579956054688
2016-05-23 11:00:00,130.37501525878906
2016-05-23 12:00:00,154.9988250732422
2016-05-23 13:00:00,168.11862182617188
2016-05-23 14:00:00,140.3998260498047
2016-05-23 15:00:00,142.76084899902344
2016-05-23 16:00:00,161.9544219970703
2016-05-23 17:00:00,218.3187255859375
2016-05-23 18:00:00,198.735595703125
2016-05-23 19:00:00,145.86659240722656
2016-05-23 20:00:00,159.54151916503906
2016-05-23 21:00:00,119.06393432617188
2016-05-23 22:00:00,79.72097778320312
2016-05-23 23:00:00,74.70686340332031
2016-05-24 00:00:00,63.09563446044922
2016-05-24 01:00:00,55.78030014038086
2016-05-24 02:00:00,48.983970642089844
2016-05-24 03:00:00,50.17360305786133
2016-05-24 04:00:00,50.787696838378906
2016-05-24 05:00:00,52.468170166015625
2016-05-24 06:00:00,55.75886917114258
2016-05-24 07:00:00,66.54225158691406
2016-05-24 08:00:00,76.01703643798828
2016-05-24 09:00:00,95.63327026367188
2016-05-24 10:00:00,95.25019836425781
2016-05-24 11:00:00,108.05583190917969
2016-05-24 12:00:00,104.99699401855469
2016-05-24 13:00:00,98.1197280883789
2016-05-24 14:00:00,96.58580017089844
2016-05-24 15:00:00,96.77873992919922
2016-05-24 16:00:00,110.73998260498047
2016-05-24 17:00:00,152.09901428222656
2016-05-24 18:00:00,156.958984375
2016-05-24 19:00:00,124.88080596923828
2016-05-24 20:00:00,107.40360260009766
2016-05-24 21:00:00,66.86607360839844
2016-05-24 22:00:00,58.47909164428711
2016-05-24 23:00:00,51.18060302734375
2016-05-25 00:00:00,49.59846496582031
2016-05-25 01:00:00,49.97404479980469
2016-05-25 02:00:00,51.028228759765625
2016-05-25 03:00:00,49.819580078125
2016-05-25 04:00:00,50.3179931640625
2016-05-25 05:00:00,65.70476531982422
2016-05-25 06:00:00,66.5264892578125
2016-05-25 07:00:00,88.72894287109375
2016-05-25 08:00:00,98.80506896972656
2016-05-25 09:00:00,98.2078857421875
2016-05-25 10:00:00,99.6950912475586
2016-05-25 11:00:00,106.14242553710938
2016-05-25 12:00:00,106.13925170898438
2016-05-25 13:00:00,104.60855865478516
2016-05-25 14:00:00,104.83394622802734
2016-05-25 15:00:00,105.79339599609375
2016-05-25 16:00:00,112.11396789550781
2016-05-25 17:00:00,175.78802490234375
2016-05-25 18:00:00,177.4493865966797
2016-05-25 19:00:00,140.47508239746094
2016-05-25 20:00:00,127.91282653808594
2016-05-25 21:00:00,87.50199127197266
2016-05-25 22:00:00,69.4012451171875
2016-05-25 23:00:00,59.5550537109375
2016-05-26 00:00:00,49.55351257324219
2016-05-26 01:00:00,49.666648864746094
2016-05-26 02:00:00,49.448753356933594
2016-05-26 03:00:00,48.69365310668945
2016-05-26 04:00:00,50.66145706176758
2016-05-26 05:00:00,54.322792053222656
2016-05-26 06:00:00,57.34418869018555
2016-05-26 07:00:00,62.27337646484375
2016-05-26 08:00:00,80.35939025878906
2016-05-26 09:00:00,98.23721313476562
2016-05-26 10:00:00,98.84288787841797
2016-05-26 11:00:00,103.9948501586914
2016-05-26 12:00:00,96.8175048828125
2016-05-26 13:00:00,92.7396240234375
2016-05-26 14:00:00,95.26892852783203
2016-05-26 15:00:00,92.0423812866211
2016-05-26 16:00:00,110.39551544189453
2016-05-26 17:00:00,134.76824951171875
2016-05-26 18:00:00,193.07989501953125
2016-05-26 19:00:00,186.24220275878906
2016-05-26 20:00:00,171.00038146972656
2016-05-26 21:00:00,92.92247009277344
2016-05-26 22:00:00,77.6914291381836
2016-05-26 23:00:00,67.16583251953125
2016-05-27 00:00:00,63.1988410949707
2016-05-27 01:00:00,60.71957015991211
2016-05-27 02:00:00,60.79969787597656
2016-05-27 03:00:00,60.36882019042969
2016-05-27 04:00:00,60.096309661865234
2016-05-27 05:00:00,63.24079895019531
2016-05-27 06:00:00,67.14442443847656
2016-05-27 07:00:00,103.48683166503906
2016-05-27 08:00:00,125.46912384033203
2016-05-27 09:00:00,137.26385498046875
2016-05-27 10:00:00,154.79086303710938
2016-05-27 11:00:00,154.05747985839844
2016-05-27 12:00:00,151.94961547851562
2016-05-27 13:00:00,141.18736267089844
2016-05-27 14:00:00,139.9620361328125
2016-05-27 15:00:00,138.9634552001953
2016-05-27 16:00:00,167.1853790283203
2016-05-27 17:00:00,146.75146484375
2016-05-27 18:00:00,199.15618896484375
