date,drift
2016-05-23 16:00:00,120.45124644998423
2016-05-23 17:00:00,120.47175765225623
2016-05-23 18:00:00,120.49226885452825
2016-05-23 19:00:00,123.35473431464662
2016-05-23 20:00:00,123.37613529595991
2016-05-23 21:00:00,123.3975362772732
2016-05-23 22:00:00,123.41893725858648
2016-05-23 23:00:00,123.44033823989977
2016-05-24 00:00:00,123.46173922121307
2016-05-24 01:00:00,123.48314020252636
2016-05-24 02:00:00,123.50454118383965
2016-05-24 03:00:00,123.52594216515294
2016-05-24 04:00:00,123.54734314646622
2016-05-24 05:00:00,123.56874412777951
2016-05-24 06:00:00,123.5901451090928
2016-05-24 07:00:00,123.6115460904061
2016-05-24 08:00:00,123.63294707171939
2016-05-24 09:00:00,123.65434805303268
2016-05-24 10:00:00,123.67574903434596
2016-05-24 11:00:00,123.69715001565925
2016-05-24 12:00:00,123.71855099697254
2016-05-24 13:00:00,123.73995197828583
2016-05-24 14:00:00,123.76135295959912
2016-05-24 15:00:00,123.78275394091241
2016-05-24 16:00:00,123.80415492222569
2016-05-24 17:00:00,123.82555590353898
2016-05-24 18:00:00,123.84695688485228
2016-05-24 19:00:00,136.69205263703242
2016-05-24 20:00:00,136.71743860739818
2016-05-24 21:00:00,136.74282457776394
2016-05-24 22:00:00,136.76821054812973
2016-05-24 23:00:00,136.7935965184955
2016-05-25 00:00:00,136.81898248886125
2016-05-25 01:00:00,136.844368459227
2016-05-25 02:00:00,136.86975442959277
2016-05-25 03:00:00,136.89514039995854
2016-05-25 04:00:00,136.9205263703243
2016-05-25 05:00:00,136.94591234069009
2016-05-25 06:00:00,136.97129831105585
2016-05-25 07:00:00,136.9966842814216
2016-05-25 08:00:00,137.02207025178737
2016-05-25 09:00:00,137.04745622215313
2016-05-25 10:00:00,137.0728421925189
2016-05-25 11:00:00,137.09822816288465
2016-05-25 12:00:00,137.12361413325044
2016-05-25 13:00:00,137.1490001036162
2016-05-25 14:00:00,137.17438607398196
2016-05-25 15:00:00,137.19977204434772
2016-05-25 16:00:00,137.2251580147135
2016-05-25 17:00:00,137.25054398507925
2016-05-25 18:00:00,137.275929955445
2016-05-25 19:00:00,156.69803558572457
2016-05-25 20:00:00,156.72940450478245
2016-05-25 21:00:00,156.76077342384036
2016-05-25 22:00:00,156.79214234289827
2016-05-25 23:00:00,156.82351126195618
2016-05-26 00:00:00,156.85488018101407
2016-05-26 01:00:00,156.88624910007198
2016-05-26 02:00:00,156.9176180191299
2016-05-26 03:00:00,156.9489869381878
2016-05-26 04:00:00,156.98035585724568
2016-05-26 05:00:00,157.0117247763036
2016-05-26 06:00:00,157.0430936953615
2016-05-26 07:00:00,157.07446261441942
2016-05-26 08:00:00,157.1058315334773
2016-05-26 09:00:00,157.1372004525352
2016-05-26 10:00:00,157.16856937159312
2016-05-26 11:00:00,157.19993829065103
2016-05-26 12:00:00,157.23130720970892
2016-05-26 13:00:00,157.26267612876683
2016-05-26 14:00:00,157.29404504782474
2016-05-26 15:00:00,157.32541396688265
2016-05-26 16:00:00,157.35678288594053
2016-05-26 17:00:00,157.38815180499844
2016-05-26 18:00:00,157.41952072405635
2016-05-26 19:00:00,215.0490045941807
2016-05-26 20:00:00,215.0980091883614
2016-05-26 21:00:00,215.1470137825421
2016-05-26 22:00:00,215.1960183767228
2016-05-26 23:00:00,215.24502297090353
2016-05-27 00:00:00,215.29402756508424
2016-05-27 01:00:00,215.34303215926494
2016-05-27 02:00:00,215.39203675344564
2016-05-27 03:00:00,215.44104134762634
2016-05-27 04:00:00,215.49004594180704
2016-05-27 05:00:00,215.53905053598774
2016-05-27 06:00:00,215.58805513016844
2016-05-27 07:00:00,215.63705972434917
2016-05-27 08:00:00,215.68606431852987
2016-05-27 09:00:00,215.73506891271057
2016-05-27 10:00:00,215.78407350689127
2016-05-27 11:00:00,215.83307810107198
2016-05-27 12:00:00,215.88208269525268
2016-05-27 13:00:00,215.93108728943338
2016-05-27 14:00:00,215.98009188361408
2016-05-27 15:00:00,216.02909647779478
2016-05-27 16:00:00,216.0781010719755
2016-05-27 17:00:00,216.1271056661562
2016-05-27 18:00:00,216.1761102603369
