date,foundation_model
2016-05-19 03:00:00,53.08828
2016-05-19 04:00:00,53.20525
2016-05-19 05:00:00,59.640965
2016-05-19 06:00:00,65.651146
2016-05-19 07:00:00,72.29144
2016-05-19 08:00:00,74.60579
2016-05-19 09:00:00,64.90465
2016-05-19 10:00:00,62.89634
2016-05-19 11:00:00,62.318985
2016-05-19 12:00:00,61.171543
2016-05-19 13:00:00,61.61358
2016-05-19 14:00:00,63.934414
2016-05-19 15:00:00,65.32208
2016-05-19 16:00:00,82.97002
2016-05-19 17:00:00,172.23747
2016-05-19 18:00:00,157.1767
2016-05-19 19:00:00,113.97032
2016-05-19 20:00:00,101.831184
2016-05-19 21:00:00,66.934975
2016-05-19 22:00:00,58.13573
2016-05-19 23:00:00,55.239815
2016-05-20 00:00:00,54.75551
2016-05-20 01:00:00,55.504593
2016-05-20 02:00:00,55.284714
2016-05-20 03:00:00,53.577484
2016-05-20 04:00:00,52.731575
2016-05-20 05:00:00,55.4287
2016-05-20 06:00:00,73.8409
2016-05-20 07:00:00,110.71011
2016-05-20 08:00:00,126.08112
2016-05-20 09:00:00,128.15608
2016-05-20 10:00:00,120.853745
2016-05-20 11:00:00,131.6435
2016-05-20 12:00:00,129.1405
2016-05-20 13:00:00,118.439156
2016-05-20 14:00:00,109.67569
2016-05-20 15:00:00,107.74478
2016-05-20 16:00:00,121.25905
2016-05-20 17:00:00,162.74005
2016-05-20 18:00:00,159.1126
2016-05-20 19:00:00,76.952995
2016-05-20 20:00:00,76.22078
2016-05-20 21:00:00,63.160892
2016-05-20 22:00:00,54.439964
2016-05-20 23:00:00,52.260586
2016-05-21 00:00:00,52.13126
2016-05-21 01:00:00,52.22341
2016-05-21 02:00:00,51.523754
2016-05-21 03:00:00,51.293606
2016-05-21 04:00:00,51.87042
2016-05-21 05:00:00,52.25976
2016-05-21 06:00:00,53.986847
2016-05-21 07:00:00,66.090034
2016-05-21 08:00:00,86.04377
2016-05-21 09:00:00,86.89586
2016-05-21 10:00:00,91.03837
2016-05-21 11:00:00,98.036644
2016-05-21 12:00:00,88.84686
2016-05-21 13:00:00,84.10712
2016-05-21 14:00:00,79.27767
2016-05-21 15:00:00,75.48267
2016-05-21 16:00:00,80.52861
2016-05-21 17:00:00,95.939926
2016-05-21 18:00:00,101.05312
2016-05-21 19:00:00,95.97619
2016-05-21 20:00:00,87.704254
2016-05-21 21:00:00,71.52243
2016-05-21 22:00:00,60.178135
2016-05-21 23:00:00,56.112064
2016-05-22 00:00:00,54.926117
2016-05-22 01:00:00,55.36892
2016-05-22 02:00:00,54.27275
2016-05-22 03:00:00,52.92898
2016-05-22 04:00:00,52.145332
2016-05-22 05:00:00,52.059338
2016-05-22 06:00:00,53.15624
2016-05-22 07:00:00,64.49646
2016-05-22 08:00:00,99.88576
2016-05-22 09:00:00,112.31959
2016-05-22 10:00:00,117.98121
2016-05-22 11:00:00,90.448494
2016-05-22 12:00:00,80.33796
2016-05-22 13:00:00,74.55934
2016-05-22 14:00:00,71.884514
2016-05-22 15:00:00,73.1006
2016-05-22 16:00:00,81.57471
2016-05-22 17:00:00,108.0957
2016-05-22 18:00:00,113.04597
2016-05-22 19:00:00,111.40195
2016-05-22 20:00:00,102.95023
2016-05-22 21:00:00,84.143776
2016-05-22 22:00:00,65.74053
2016-05-22 23:00:00,62.415493
2016-05-23 00:00:00,59.86977
2016-05-23 01:00:00,58.30228
2016-05-23 02:00:00,57.51491
2016-05-23 03:00:00,55.486393
2016-05-23 04:00:00,56.80367
2016-05-23 05:00:00,59.535694
2016-05-23 06:00:00,59.427147
2016-05-23 07:00:00,64.21209
2016-05-23 08:00:00,70.8914
2016-05-23 09:00:00,71.803734
2016-05-23 10:00:00,80.98198
2016-05-23 11:00:00,83.44711
2016-05-23 12:00:00,82.84005
2016-05-23 13:00:00,84.82825
2016-05-23 14:00:00,84.5346
2016-05-23 15:00:00,83.8918
2016-05-23 16:00:00,92.65741
2016-05-23 17:00:00,190.38792
2016-05-23 18:00:00,133.88382
2016-05-23 19:00:00,109.10983
2016-05-23 20:00:00,99.26031
2016-05-23 21:00:00,65.894516
2016-05-23 22:00:00,58.75909
2016-05-23 23:00:00,56.803318
2016-05-24 00:00:00,54.786827
2016-05-24 01:00:00,53.414585
2016-05-24 02:00:00,54.65105
2016-05-24 03:00:00,52.718815
2016-05-24 04:00:00,52.61276
2016-05-24 05:00:00,65.27325
2016-05-24 06:00:00,67.302315
2016-05-24 07:00:00,66.73448
2016-05-24 08:00:00,59.419495
2016-05-24 09:00:00,52.864296
2016-05-24 10:00:00,51.966305
2016-05-24 11:00:00,54.927277
2016-05-24 12:00:00,54.647682
2016-05-24 13:00:00,55.179146
2016-05-24 14:00:00,55.916275
2016-05-24 15:00:00,57.449375
2016-05-24 16:00:00,71.55163
2016-05-24 17:00:00,176.0086
2016-05-24 18:00:00,123.79518
2016-05-24 19:00:00,114.82518
2016-05-24 20:00:00,101.94669
2016-05-24 21:00:00,69.117676
2016-05-24 22:00:00,59.210186
2016-05-24 23:00:00,56.358284
2016-05-25 00:00:00,54.500725
2016-05-25 01:00:00,53.456238
2016-05-25 02:00:00,54.050823
2016-05-25 03:00:00,52.693504
2016-05-25 04:00:00,53.57013
2016-05-25 05:00:00,63.24849
2016-05-25 06:00:00,69.73489
2016-05-25 07:00:00,75.826614
2016-05-25 08:00:00,74.5274
2016-05-25 09:00:00,63.383377
2016-05-25 10:00:00,65.49789
2016-05-25 11:00:00,64.42647
2016-05-25 12:00:00,64.898865
2016-05-25 13:00:00,70.565384
2016-05-25 14:00:00,75.79945
2016-05-25 15:00:00,77.65048
2016-05-25 16:00:00,91.94473
2016-05-25 17:00:00,166.807
2016-05-25 18:00:00,140.63902
2016-05-25 19:00:00,113.81543
2016-05-25 20:00:00,99.9905
2016-05-25 21:00:00,66.12558
2016-05-25 22:00:00,57.882828
2016-05-25 23:00:00,55.48273
2016-05-26 00:00:00,53.776978
2016-05-26 01:00:00,54.343796
2016-05-26 02:00:00,54.281944
2016-05-26 03:00:00,51.94583
2016-05-26 04:00:00,52.48345
2016-05-26 05:00:00,61.50179
2016-05-26 06:00:00,64.58709
2016-05-26 07:00:00,74.361694
2016-05-26 08:00:00,69.27977
2016-05-26 09:00:00,60.531616
2016-05-26 10:00:00,61.708454
2016-05-26 11:00:00,57.974686
2016-05-26 12:00:00,57.962997
2016-05-26 13:00:00,61.171875
2016-05-26 14:00:00,65.01218
2016-05-26 15:00:00,68.895874
2016-05-26 16:00:00,90.892845
2016-05-26 17:00:00,159.88576
2016-05-26 18:00:00,130.09735
2016-05-26 19:00:00,123.765236
2016-05-26 20:00:00,102.06908
2016-05-26 21:00:00,68.2382
2016-05-26 22:00:00,57.99448
2016-05-26 23:00:00,54.51708
2016-05-27 00:00:00,53.92922
2016-05-27 01:00:00,55.225273
2016-05-27 02:00:00,54.439262
2016-05-27 03:00:00,52.428753
2016-05-27 04:00:00,51.497196
2016-05-27 05:00:00,53.365993
2016-05-27 06:00:00,66.59872
2016-05-27 07:00:00,112.39812
2016-05-27 08:00:00,151.54836
2016-05-27 09:00:00,163.2904
2016-05-27 10:00:00,169.87445
2016-05-27 11:00:00,188.45538
2016-05-27 12:00:00,167.66205
2016-05-27 13:00:00,152.96147
2016-05-27 14:00:00,132.83467
2016-05-27 15:00:00,123.59513
2016-05-27 16:00:00,137.65956
2016-05-27 17:00:00,172.97537
2016-05-27 18:00:00,157.72519
