date,sarimax
2016-05-15 20:00:00,102.05185015540768
2016-05-15 21:00:00,79.63861582769549
2016-05-15 22:00:00,57.47652917580502
2016-05-15 23:00:00,46.940196417412444
2016-05-16 00:00:00,45.35462913484343
2016-05-16 01:00:00,45.62860339395702
2016-05-16 02:00:00,44.203773564645246
2016-05-16 03:00:00,43.43820183512551
2016-05-16 04:00:00,45.8683904957122
2016-05-16 05:00:00,48.2013648643193
2016-05-16 06:00:00,52.60545555140662
2016-05-16 07:00:00,76.0653293860675
2016-05-16 08:00:00,103.4809628343335
2016-05-16 09:00:00,108.85827853228228
2016-05-16 10:00:00,120.00059236150356
2016-05-16 11:00:00,125.34329996377825
2016-05-16 12:00:00,117.11054625856262
2016-05-16 13:00:00,117.79086292121384
2016-05-16 14:00:00,99.54798344156255
2016-05-16 15:00:00,97.24577625383671
2016-05-16 16:00:00,110.66310733555487
2016-05-16 17:00:00,152.91600557689765
2016-05-16 18:00:00,181.72236191236416
2016-05-16 19:00:00,143.41522722599316
2016-05-16 20:00:00,126.29383886818962
2016-05-16 21:00:00,96.58307627675165
2016-05-16 22:00:00,64.4071352156105
2016-05-16 23:00:00,52.71226361950436
2016-05-17 00:00:00,48.3036013983848
2016-05-17 01:00:00,46.731868646881566
2016-05-17 02:00:00,45.72122287558955
2016-05-17 03:00:00,45.90061779093865
2016-05-17 04:00:00,47.51174721574823
2016-05-17 05:00:00,51.054990292875296
2016-05-17 06:00:00,57.27353912920344
2016-05-17 07:00:00,78.8940280509935
2016-05-17 08:00:00,106.30469100229948
2016-05-17 09:00:00,109.79681920358516
2016-05-17 10:00:00,124.10675123378465
2016-05-17 11:00:00,126.61697811401429
2016-05-17 12:00:00,125.67123167716646
2016-05-17 13:00:00,129.62914120784367
2016-05-17 14:00:00,105.84657690193885
2016-05-17 15:00:00,104.37407344503525
2016-05-17 16:00:00,113.54665849591892
2016-05-17 17:00:00,159.9004269452582
2016-05-17 18:00:00,189.882640085615
2016-05-17 19:00:00,105.4072780871558
2016-05-17 20:00:00,89.77157329477467
2016-05-17 21:00:00,71.05471573710189
2016-05-17 22:00:00,51.30278089368632
2016-05-17 23:00:00,42.274067569523666
2016-05-18 00:00:00,39.67028362551855
2016-05-18 01:00:00,41.30853134134824
2016-05-18 02:00:00,43.31328684961597
2016-05-18 03:00:00,43.65206733058443
2016-05-18 04:00:00,43.63824882761619
2016-05-18 05:00:00,44.92019371434781
2016-05-18 06:00:00,49.451116793957205
2016-05-18 07:00:00,70.69520176755695
2016-05-18 08:00:00,98.10167516655031
2016-05-18 09:00:00,102.9051875665709
2016-05-18 10:00:00,115.22611301447702
2016-05-18 11:00:00,124.5781392060001
2016-05-18 12:00:00,119.31801334910865
2016-05-18 13:00:00,119.52843348614662
2016-05-18 14:00:00,106.29711101240727
2016-05-18 15:00:00,102.32289025623466
2016-05-18 16:00:00,112.72662480412662
2016-05-18 17:00:00,157.8170603355149
2016-05-18 18:00:00,191.378766549178
2016-05-18 19:00:00,132.97899529495416
2016-05-18 20:00:00,120.44243920965435
2016-05-18 21:00:00,91.93192288574699
2016-05-18 22:00:00,63.651726427051166
2016-05-18 23:00:00,52.59507353408952
2016-05-19 00:00:00,51.55254611046975
2016-05-19 01:00:00,50.276479400756855
2016-05-19 02:00:00,47.24459802697604
2016-05-19 03:00:00,45.88772129458886
2016-05-19 04:00:00,47.09094993245564
2016-05-19 05:00:00,50.787837064307524
2016-05-19 06:00:00,55.455511261496596
2016-05-19 07:00:00,73.64535352484343
2016-05-19 08:00:00,99.64283946027994
2016-05-19 09:00:00,103.15831450836876
2016-05-19 10:00:00,113.61561856157596
2016-05-19 11:00:00,120.23648823737537
2016-05-19 12:00:00,111.70660850061228
2016-05-19 13:00:00,111.26382235994754
2016-05-19 14:00:00,93.17752053989832
2016-05-19 15:00:00,92.09784579006974
2016-05-19 16:00:00,106.37410069071203
2016-05-19 17:00:00,144.49008816781338
2016-05-19 18:00:00,181.76966146744414
2016-05-19 19:00:00,125.81770140633247
2016-05-19 20:00:00,109.65610612931962
2016-05-19 21:00:00,79.27469013960794
2016-05-19 22:00:00,55.972747710783196
2016-05-19 23:00:00,47.81318312405098
2016-05-20 00:00:00,46.64515096981547
2016-05-20 01:00:00,46.572028396881194
2016-05-20 02:00:00,44.8537619376243
2016-05-20 03:00:00,45.84123884461836
2016-05-20 04:00:00,49.74811302522596
2016-05-20 05:00:00,50.803962795351254
2016-05-20 06:00:00,54.24847975361352
2016-05-20 07:00:00,73.81836150259295
2016-05-20 08:00:00,99.34255484954004
2016-05-20 09:00:00,103.17024751571493
2016-05-20 10:00:00,116.65119551886772
2016-05-20 11:00:00,122.58577291792355
2016-05-20 12:00:00,118.81757832303089
2016-05-20 13:00:00,119.455415980477
2016-05-20 14:00:00,104.09458277350072
2016-05-20 15:00:00,102.0608158091663
2016-05-20 16:00:00,110.70148684026148
2016-05-20 17:00:00,155.30150358944582
2016-05-20 18:00:00,183.0932719819542
2016-05-20 19:00:00,77.69531043156316
2016-05-20 20:00:00,73.4162262876228
2016-05-20 21:00:00,55.85718876794091
2016-05-20 22:00:00,39.117698410390325
2016-05-20 23:00:00,33.798439831758266
2016-05-21 00:00:00,36.64296273768873
2016-05-21 01:00:00,39.664378606362234
2016-05-21 02:00:00,39.24573985652308
2016-05-21 03:00:00,41.00899473556518
2016-05-21 04:00:00,42.30476191610788
2016-05-21 05:00:00,46.347066786842035
2016-05-21 06:00:00,52.92169565166384
2016-05-21 07:00:00,72.76640113840378
2016-05-21 08:00:00,99.75266624921966
2016-05-21 09:00:00,101.17361284376535
2016-05-21 10:00:00,113.62130408585837
2016-05-21 11:00:00,120.25023117602152
2016-05-21 12:00:00,115.25626473258772
2016-05-21 13:00:00,114.8848937414776
2016-05-21 14:00:00,98.59565698906785
2016-05-21 15:00:00,94.5677038076417
2016-05-21 16:00:00,104.38374464388238
2016-05-21 17:00:00,144.22497882338052
2016-05-21 18:00:00,178.11633322171517
2016-05-21 19:00:00,95.98231056498938
2016-05-21 20:00:00,86.5428663909217
2016-05-21 21:00:00,65.90123725635478
2016-05-21 22:00:00,45.4194188296535
2016-05-21 23:00:00,37.3149201452066
2016-05-22 00:00:00,36.81210362014861
2016-05-22 01:00:00,38.2104516343032
2016-05-22 02:00:00,36.67873007350719
2016-05-22 03:00:00,34.76763051084746
2016-05-22 04:00:00,40.1597888843265
2016-05-22 05:00:00,46.325347819992594
2016-05-22 06:00:00,50.718934654597156
2016-05-22 07:00:00,72.70631374444952
2016-05-22 08:00:00,107.34690341053178
2016-05-22 09:00:00,117.90163190375628
2016-05-22 10:00:00,134.63980374664033
2016-05-22 11:00:00,144.66893598125918
2016-05-22 12:00:00,128.08277620136258
2016-05-22 13:00:00,134.00696605171453
2016-05-22 14:00:00,116.26990134155044
2016-05-22 15:00:00,117.2495669372563
2016-05-22 16:00:00,112.25813327135351
2016-05-22 17:00:00,150.04757990145524
2016-05-22 18:00:00,185.16341490444128
2016-05-22 19:00:00,140.31174181402332
2016-05-22 20:00:00,116.92851760233151
2016-05-22 21:00:00,99.38184865738695
2016-05-22 22:00:00,71.14122537169582
2016-05-22 23:00:00,62.692132746170415
2016-05-23 00:00:00,53.139093005403716
2016-05-23 01:00:00,52.22525843882026
2016-05-23 02:00:00,49.76415800254205
2016-05-23 03:00:00,48.3814967149225
2016-05-23 04:00:00,48.5268505371326
2016-05-23 05:00:00,50.760794018824
2016-05-23 06:00:00,55.599856031517355
2016-05-23 07:00:00,73.90809844921525
2016-05-23 08:00:00,107.50517272094226
2016-05-23 09:00:00,107.95805141033917
2016-05-23 10:00:00,125.56638765228286
2016-05-23 11:00:00,143.36002682188482
2016-05-23 12:00:00,125.2702216951578
2016-05-23 13:00:00,124.27793981109785
2016-05-23 14:00:00,109.8397759715364
2016-05-23 15:00:00,108.647725556904
2016-05-23 16:00:00,117.75216222221623
2016-05-23 17:00:00,167.76306549634276
2016-05-23 18:00:00,191.89967697907142
2016-05-23 19:00:00,167.66267731672156
2016-05-23 20:00:00,128.6704564739846
2016-05-23 21:00:00,98.622544069459
2016-05-23 22:00:00,69.30007380110096
2016-05-23 23:00:00,56.143502059765474
2016-05-24 00:00:00,52.35137781022243
2016-05-24 01:00:00,51.03142665501713
2016-05-24 02:00:00,50.42840268882181
2016-05-24 03:00:00,47.39719450662816
2016-05-24 04:00:00,47.25669017710853
2016-05-24 05:00:00,50.731086434660625
2016-05-24 06:00:00,56.275714692288396
2016-05-24 07:00:00,76.13378469267796
2016-05-24 08:00:00,102.95931753826983
2016-05-24 09:00:00,108.66502110325892
2016-05-24 10:00:00,121.5403589505401
2016-05-24 11:00:00,128.05470020041335
2016-05-24 12:00:00,118.3874442532479
2016-05-24 13:00:00,120.94844036740314
2016-05-24 14:00:00,106.62842177835648
2016-05-24 15:00:00,103.91261971013337
2016-05-24 16:00:00,116.28252684221484
2016-05-24 17:00:00,169.70949000433552
2016-05-24 18:00:00,188.1458745423643
2016-05-24 19:00:00,133.00787346624958
2016-05-24 20:00:00,113.30920106847674
2016-05-24 21:00:00,87.18454835653523
2016-05-24 22:00:00,63.23793747856996
2016-05-24 23:00:00,50.24167877899647
2016-05-25 00:00:00,45.53711254588806
2016-05-25 01:00:00,46.52338252706601
2016-05-25 02:00:00,45.549551974136484
2016-05-25 03:00:00,45.621187634243306
2016-05-25 04:00:00,47.70263621002513
2016-05-25 05:00:00,54.016888847301345
2016-05-25 06:00:00,57.003881120007144
2016-05-25 07:00:00,80.27322528706304
2016-05-25 08:00:00,99.45772227358232
2016-05-25 09:00:00,101.88743995118985
2016-05-25 10:00:00,113.86722452602203
2016-05-25 11:00:00,121.50245209676493
2016-05-25 12:00:00,114.97775839376429
2016-05-25 13:00:00,116.33907732537688
2016-05-25 14:00:00,103.78524779397983
2016-05-25 15:00:00,100.9730170659169
2016-05-25 16:00:00,108.09087012116969
2016-05-25 17:00:00,151.7303273904166
2016-05-25 18:00:00,178.39198455998724
2016-05-25 19:00:00,120.05148882166554
2016-05-25 20:00:00,103.37453455427591
2016-05-25 21:00:00,79.84909819195003
2016-05-25 22:00:00,58.43835767060571
2016-05-25 23:00:00,51.44142818046114
2016-05-26 00:00:00,47.917309292672904
2016-05-26 01:00:00,47.57679279611877
2016-05-26 02:00:00,45.76818996210477
2016-05-26 03:00:00,43.99704698934934
2016-05-26 04:00:00,46.096388784807175
2016-05-26 05:00:00,49.569329417134114
2016-05-26 06:00:00,54.177380376931495
2016-05-26 07:00:00,74.18041974425776
2016-05-26 08:00:00,100.64673741650118
2016-05-26 09:00:00,103.83221758873235
2016-05-26 10:00:00,111.986332190301
2016-05-26 11:00:00,115.59815927472057
2016-05-26 12:00:00,106.37305467372667
2016-05-26 13:00:00,107.50826062127776
2016-05-26 14:00:00,94.98729279908937
2016-05-26 15:00:00,92.0350417504477
2016-05-26 16:00:00,107.83807295584916
2016-05-26 17:00:00,143.15743971923138
2016-05-26 18:00:00,175.08101884881822
2016-05-26 19:00:00,222.92577227825288
2016-05-26 20:00:00,166.20770497703663
2016-05-26 21:00:00,118.41118752787963
2016-05-26 22:00:00,85.46624587435683
2016-05-26 23:00:00,67.14455549160533
2016-05-27 00:00:00,57.49379347876139
2016-05-27 01:00:00,52.35777597868202
2016-05-27 02:00:00,47.182421140744175
2016-05-27 03:00:00,46.970790961629355
2016-05-27 04:00:00,49.168178232997285
2016-05-27 05:00:00,49.98764683675414
2016-05-27 06:00:00,53.6263815762522
2016-05-27 07:00:00,74.32657674748646
2016-05-27 08:00:00,104.43779702182067
2016-05-27 09:00:00,114.81063952008851
2016-05-27 10:00:00,123.9534045899765
2016-05-27 11:00:00,128.6203176988755
2016-05-27 12:00:00,116.83384320343663
2016-05-27 13:00:00,109.67730316067129
2016-05-27 14:00:00,95.77293367191825
2016-05-27 15:00:00,93.00477655757417
2016-05-27 16:00:00,128.2322631265596
2016-05-27 17:00:00,166.91472908966747
2016-05-27 18:00:00,184.2205490900745
