,feature_model
2016-05-22 23:00:00,114.6978988647461
2016-05-23 00:00:00,69.69898223876953
2016-05-23 01:00:00,78.58533477783203
2016-05-23 02:00:00,69.5389404296875
2016-05-23 03:00:00,66.92500305175781
2016-05-23 04:00:00,68.57640075683594
2016-05-23 05:00:00,78.59945678710938
2016-05-23 06:00:00,87.54151916503906
2016-05-23 07:00:00,98.70033264160156
2016-05-23 08:00:00,105.71305847167969
2016-05-23 09:00:00,115.15225982666016
2016-05-23 10:00:00,129.12522888183594
2016-05-23 11:00:00,150.76756286621094
2016-05-23 12:00:00,142.2132568359375
2016-05-23 13:00:00,164.96006774902344
2016-05-23 14:00:00,132.22647094726562
2016-05-23 15:00:00,132.44248962402344
2016-05-23 16:00:00,142.89231872558594
2016-05-23 17:00:00,230.1622772216797
2016-05-23 18:00:00,182.19566345214844
2016-05-23 19:00:00,131.52899169921875
2016-05-23 20:00:00,120.33338165283203
2016-05-23 21:00:00,93.31146240234375
2016-05-23 22:00:00,70.43376922607422
2016-05-23 23:00:00,71.54074096679688
2016-05-24 00:00:00,59.81605911254883
2016-05-24 01:00:00,56.40349578857422
2016-05-24 02:00:00,54.00385284423828
2016-05-24 03:00:00,54.68265151977539
2016-05-24 04:00:00,57.86181640625
2016-05-24 05:00:00,62.9827766418457
2016-05-24 06:00:00,73.7650146484375
2016-05-24 07:00:00,116.7923583984375
2016-05-24 08:00:00,105.46876525878906
2016-05-24 09:00:00,114.88504791259766
2016-05-24 10:00:00,102.80707550048828
2016-05-24 11:00:00,112.92616271972656
2016-05-24 12:00:00,98.47309112548828
2016-05-24 13:00:00,89.88123321533203
2016-05-24 14:00:00,82.6212387084961
2016-05-24 15:00:00,110.75076293945312
2016-05-24 16:00:00,154.03640747070312
2016-05-24 17:00:00,232.4500732421875
2016-05-24 18:00:00,207.87953186035156
2016-05-24 19:00:00,122.15841674804688
2016-05-24 20:00:00,111.85533142089844
2016-05-24 21:00:00,80.91109466552734
2016-05-24 22:00:00,68.21025848388672
2016-05-24 23:00:00,65.75323486328125
2016-05-25 00:00:00,60.65855026245117
2016-05-25 01:00:00,55.128517150878906
2016-05-25 02:00:00,58.48817443847656
2016-05-25 03:00:00,57.18825149536133
2016-05-25 04:00:00,55.57683563232422
2016-05-25 05:00:00,85.49526977539062
2016-05-25 06:00:00,76.68102264404297
2016-05-25 07:00:00,112.08586883544922
2016-05-25 08:00:00,109.712158203125
2016-05-25 09:00:00,159.36587524414062
2016-05-25 10:00:00,108.27051544189453
2016-05-25 11:00:00,130.5972442626953
2016-05-25 12:00:00,125.78469848632812
2016-05-25 13:00:00,111.64470672607422
2016-05-25 14:00:00,110.59192657470703
2016-05-25 15:00:00,105.76715087890625
2016-05-25 16:00:00,112.5369644165039
2016-05-25 17:00:00,168.0619659423828
2016-05-25 18:00:00,127.7770767211914
2016-05-25 19:00:00,114.52554321289062
2016-05-25 20:00:00,108.04521942138672
2016-05-25 21:00:00,72.1652603149414
2016-05-25 22:00:00,57.53437042236328
2016-05-25 23:00:00,49.870479583740234
2016-05-26 00:00:00,51.264373779296875
2016-05-26 01:00:00,51.03366470336914
2016-05-26 02:00:00,52.22478103637695
2016-05-26 03:00:00,52.06517028808594
2016-05-26 04:00:00,54.362632751464844
2016-05-26 05:00:00,61.41376876831055
2016-05-26 06:00:00,78.8915023803711
2016-05-26 07:00:00,98.26986694335938
2016-05-26 08:00:00,91.63873291015625
2016-05-26 09:00:00,106.7140121459961
2016-05-26 10:00:00,91.81816864013672
2016-05-26 11:00:00,94.46537017822266
2016-05-26 12:00:00,88.02428436279297
2016-05-26 13:00:00,92.12646484375
2016-05-26 14:00:00,93.09243774414062
2016-05-26 15:00:00,88.93773651123047
2016-05-26 16:00:00,112.85127258300781
2016-05-26 17:00:00,162.08963012695312
2016-05-26 18:00:00,167.8440399169922
2016-05-26 19:00:00,215.82669067382812
2016-05-26 20:00:00,196.2959747314453
2016-05-26 21:00:00,131.65171813964844
2016-05-26 22:00:00,102.92584991455078
2016-05-26 23:00:00,83.7427749633789
2016-05-27 00:00:00,61.714420318603516
2016-05-27 01:00:00,58.62060546875
2016-05-27 02:00:00,56.51940155029297
2016-05-27 03:00:00,53.575843811035156
2016-05-27 04:00:00,55.34320068359375
2016-05-27 05:00:00,60.71440505981445
2016-05-27 06:00:00,71.04154205322266
2016-05-27 07:00:00,102.85153198242188
2016-05-27 08:00:00,119.29554748535156
2016-05-27 09:00:00,118.2950439453125
2016-05-27 10:00:00,136.06065368652344
2016-05-27 11:00:00,142.26681518554688
2016-05-27 12:00:00,143.39305114746094
2016-05-27 13:00:00,124.30062866210938
2016-05-27 14:00:00,117.5457992553711
2016-05-27 15:00:00,112.06130981445312
2016-05-27 16:00:00,129.5819091796875
2016-05-27 17:00:00,191.3210906982422
2016-05-27 18:00:00,196.94789123535156
