date,lower,upper
2016-05-16 00:00:00,51.72436,62.38576
2016-05-16 01:00:00,51.321278,61.92824
2016-05-16 02:00:00,50.729828,61.180172
2016-05-16 03:00:00,49.561905,60.359837
2016-05-16 04:00:00,49.516525,65.4384
2016-05-16 05:00:00,50.809174,90.0078
2016-05-16 06:00:00,50.45405,105.75239
2016-05-16 07:00:00,50.569782,143.82805
2016-05-16 08:00:00,50.74214,158.31964
2016-05-16 09:00:00,49.128056,137.42308
2016-05-16 10:00:00,49.134438,143.89186
2016-05-16 11:00:00,53.125908,137.49004
2016-05-16 12:00:00,53.44935,145.54922
2016-05-16 13:00:00,54.85142,148.35927
2016-05-16 14:00:00,55.498817,141.74913
2016-05-16 15:00:00,56.13041,145.2888
2016-05-16 16:00:00,60.430817,178.72821
2016-05-16 17:00:00,97.004776,292.6546
2016-05-16 18:00:00,77.465645,234.14096
2016-05-16 19:00:00,92.892334,172.86722
2016-05-16 20:00:00,81.78684,148.46729
2016-05-16 21:00:00,62.402664,101.61059
2016-05-16 22:00:00,56.391968,79.68477
2016-05-16 23:00:00,52.739563,68.363785
2016-05-17 00:00:00,50.854053,64.512634
2016-05-17 01:00:00,49.458965,62.665176
2016-05-17 02:00:00,49.678436,62.497757
2016-05-17 03:00:00,48.432537,61.02239
2016-05-17 04:00:00,48.1046,66.95741
2016-05-17 05:00:00,51.30107,91.88634
2016-05-17 06:00:00,51.206837,110.89695
2016-05-17 07:00:00,50.67839,136.24643
2016-05-17 08:00:00,49.588917,148.21292
2016-05-17 09:00:00,45.641453,124.75711
2016-05-17 10:00:00,46.455036,123.80005
2016-05-17 11:00:00,50.075294,119.10193
2016-05-17 12:00:00,49.85524,136.32639
2016-05-17 13:00:00,50.201065,133.46819
2016-05-17 14:00:00,52.123615,122.632515
2016-05-17 15:00:00,51.459328,122.53481
2016-05-17 16:00:00,56.352516,169.37897
2016-05-17 17:00:00,96.706154,317.2105
2016-05-17 18:00:00,79.25321,274.88913
2016-05-17 19:00:00,83.00556,136.96744
2016-05-17 20:00:00,74.99881,117.37748
2016-05-17 21:00:00,56.672863,75.397736
2016-05-17 22:00:00,52.336174,61.993656
2016-05-17 23:00:00,50.122498,59.34854
2016-05-18 00:00:00,49.81903,58.786713
2016-05-18 01:00:00,49.410748,58.385834
2016-05-18 02:00:00,48.912563,58.248196
2016-05-18 03:00:00,47.793842,56.99199
2016-05-18 04:00:00,47.73719,62.318645
2016-05-18 05:00:00,50.12763,86.50276
2016-05-18 06:00:00,53.32783,122.53328
2016-05-18 07:00:00,52.87077,144.1744
2016-05-18 08:00:00,51.917652,156.91492
2016-05-18 09:00:00,48.992146,131.46033
2016-05-18 10:00:00,49.77212,127.90455
2016-05-18 11:00:00,50.941128,107.15997
2016-05-18 12:00:00,51.71873,106.541336
2016-05-18 13:00:00,54.08361,110.11722
2016-05-18 14:00:00,56.879036,105.87932
2016-05-18 15:00:00,56.3668,106.06425
2016-05-18 16:00:00,61.53971,133.62546
2016-05-18 17:00:00,88.66696,234.10953
2016-05-18 18:00:00,84.460556,222.41609
2016-05-18 19:00:00,89.48323,169.69452
2016-05-18 20:00:00,77.14593,135.25235
2016-05-18 21:00:00,57.270958,81.798294
2016-05-18 22:00:00,52.469402,64.19114
2016-05-18 23:00:00,51.38483,61.92775
2016-05-19 00:00:00,50.80067,59.995983
2016-05-19 01:00:00,50.903797,60.214798
2016-05-19 02:00:00,50.47357,59.917484
2016-05-19 03:00:00,49.096416,58.524097
2016-05-19 04:00:00,48.872856,62.103203
2016-05-19 05:00:00,50.971703,82.77241
2016-05-19 06:00:00,52.07789,110.8471
2016-05-19 07:00:00,52.421005,140.56398
2016-05-19 08:00:00,52.63926,162.05513
2016-05-19 09:00:00,49.624744,131.18626
2016-05-19 10:00:00,49.926254,122.06296
2016-05-19 11:00:00,51.91109,105.87301
2016-05-19 12:00:00,51.95016,103.56152
2016-05-19 13:00:00,52.28861,97.45072
2016-05-19 14:00:00,55.062504,97.51471
2016-05-19 15:00:00,55.758335,104.39876
2016-05-19 16:00:00,62.564987,148.88507
2016-05-19 17:00:00,100.1095,281.96075
2016-05-19 18:00:00,91.62421,269.904
2016-05-19 19:00:00,86.05083,164.70853
2016-05-19 20:00:00,79.62868,139.5922
2016-05-19 21:00:00,58.470154,83.90086
2016-05-19 22:00:00,52.641907,65.44916
2016-05-19 23:00:00,50.75888,62.429985
2016-05-20 00:00:00,50.82018,60.36067
2016-05-20 01:00:00,50.72368,60.249924
2016-05-20 02:00:00,50.55406,61.051888
2016-05-20 03:00:00,49.884003,60.85024
2016-05-20 04:00:00,49.080452,65.16989
2016-05-20 05:00:00,49.269863,83.66474
2016-05-20 06:00:00,50.872173,158.93109
2016-05-20 07:00:00,57.53404,286.24234
2016-05-20 08:00:00,55.909,312.0415
2016-05-20 09:00:00,57.29793,333.28455
2016-05-20 10:00:00,57.561237,326.22394
2016-05-20 11:00:00,63.315884,347.79343
2016-05-20 12:00:00,61.677635,352.99976
2016-05-20 13:00:00,60.11585,323.93134
2016-05-20 14:00:00,57.433773,318.16272
2016-05-20 15:00:00,58.59242,305.96503
2016-05-20 16:00:00,65.104095,305.08173
2016-05-20 17:00:00,87.27509,343.37814
2016-05-20 18:00:00,88.207146,316.4109
2016-05-20 19:00:00,60.678146,112.55682
2016-05-20 20:00:00,59.173317,107.60106
2016-05-20 21:00:00,52.68588,78.473915
2016-05-20 22:00:00,47.631218,62.158314
2016-05-20 23:00:00,46.284714,59.805626
2016-05-21 00:00:00,46.283226,58.78209
2016-05-21 01:00:00,46.17122,58.39253
2016-05-21 02:00:00,45.613953,57.86792
2016-05-21 03:00:00,46.144928,58.09423
2016-05-21 04:00:00,46.373764,57.661713
2016-05-21 05:00:00,46.416306,62.29776
2016-05-21 06:00:00,46.783653,73.73607
2016-05-21 07:00:00,48.085217,122.64781
2016-05-21 08:00:00,50.431583,195.62643
2016-05-21 09:00:00,52.30827,210.93367
2016-05-21 10:00:00,52.449993,240.80737
2016-05-21 11:00:00,57.855125,278.88733
2016-05-21 12:00:00,56.46604,245.8613
2016-05-21 13:00:00,56.942993,219.9013
2016-05-21 14:00:00,54.8901,200.78119
2016-05-21 15:00:00,53.4638,198.30609
2016-05-21 16:00:00,53.950333,213.28732
2016-05-21 17:00:00,58.230717,252.63458
2016-05-21 18:00:00,60.15264,246.60565
2016-05-21 19:00:00,74.441,152.26582
2016-05-21 20:00:00,70.0174,126.723694
2016-05-21 21:00:00,60.32022,92.720894
2016-05-21 22:00:00,54.291233,71.382576
2016-05-21 23:00:00,50.922775,63.136303
2016-05-22 00:00:00,50.228233,60.501553
2016-05-22 01:00:00,51.067677,59.99634
2016-05-22 02:00:00,49.353622,58.58199
2016-05-22 03:00:00,48.80734,57.66815
2016-05-22 04:00:00,48.219315,57.488243
2016-05-22 05:00:00,47.948803,60.755817
2016-05-22 06:00:00,48.019745,68.275406
2016-05-22 07:00:00,51.047894,115.68167
2016-05-22 08:00:00,60.701267,230.49687
2016-05-22 09:00:00,60.498756,269.53088
2016-05-22 10:00:00,60.487556,294.1756
2016-05-22 11:00:00,56.443104,261.60596
2016-05-22 12:00:00,55.715797,216.03667
2016-05-22 13:00:00,55.593494,183.24228
2016-05-22 14:00:00,54.902874,162.5076
2016-05-22 15:00:00,55.22954,164.36203
2016-05-22 16:00:00,58.04459,187.1459
2016-05-22 17:00:00,64.289566,251.06909
2016-05-22 18:00:00,67.5435,242.12476
2016-05-22 19:00:00,82.059685,179.93423
2016-05-22 20:00:00,76.7393,161.0405
2016-05-22 21:00:00,66.74173,125.3613
2016-05-22 22:00:00,56.40494,87.63114
2016-05-22 23:00:00,54.593777,74.849686
2016-05-23 00:00:00,52.83528,70.292145
2016-05-23 01:00:00,52.555553,67.86464
2016-05-23 02:00:00,50.610962,66.09806
2016-05-23 03:00:00,49.367916,65.40248
2016-05-23 04:00:00,49.285816,70.81499
2016-05-23 05:00:00,49.762054,81.96071
2016-05-23 06:00:00,49.749664,91.09407
2016-05-23 07:00:00,49.878094,122.19318
2016-05-23 08:00:00,50.068928,165.1582
2016-05-23 09:00:00,51.456444,176.48953
2016-05-23 10:00:00,53.0586,212.14932
2016-05-23 11:00:00,57.81213,225.03859
2016-05-23 12:00:00,59.08663,217.11432
2016-05-23 13:00:00,61.695446,207.90436
2016-05-23 14:00:00,62.438877,191.28409
2016-05-23 15:00:00,62.337116,179.45831
2016-05-23 16:00:00,67.40378,199.31305
2016-05-23 17:00:00,112.81922,342.51508
2016-05-23 18:00:00,86.6128,269.6734
2016-05-23 19:00:00,87.3254,153.1846
2016-05-23 20:00:00,80.58734,134.7998
2016-05-23 21:00:00,58.10822,79.605515
2016-05-23 22:00:00,54.299778,67.68579
2016-05-23 23:00:00,52.36331,63.634026
2016-05-24 00:00:00,50.63823,60.754456
2016-05-24 01:00:00,49.548534,59.39496
2016-05-24 02:00:00,50.40479,59.87838
2016-05-24 03:00:00,48.487755,58.021072
2016-05-24 04:00:00,48.31447,62.062714
2016-05-24 05:00:00,54.39667,95.78348
2016-05-24 06:00:00,54.183094,110.40053
2016-05-24 07:00:00,53.869236,117.39836
2016-05-24 08:00:00,49.857307,104.62078
2016-05-24 09:00:00,46.99689,90.38273
2016-05-24 10:00:00,46.604435,85.46944
2016-05-24 11:00:00,49.456947,82.90564
2016-05-24 12:00:00,48.496204,87.09204
2016-05-24 13:00:00,49.137634,87.85327
2016-05-24 14:00:00,50.873596,87.160866
2016-05-24 15:00:00,50.756485,97.49726
2016-05-24 16:00:00,55.484783,148.64732
2016-05-24 17:00:00,97.764885,312.50977
2016-05-24 18:00:00,76.06102,245.42337
2016-05-24 19:00:00,90.108925,164.51646
2016-05-24 20:00:00,80.35591,143.26904
2016-05-24 21:00:00,58.324463,91.91623
2016-05-24 22:00:00,52.67043,72.20087
2016-05-24 23:00:00,50.583107,66.04096
2016-05-25 00:00:00,49.20667,62.26899
2016-05-25 01:00:00,48.18675,61.13464
2016-05-25 02:00:00,48.804264,61.522682
2016-05-25 03:00:00,47.55921,61.067688
2016-05-25 04:00:00,48.14201,68.939064
2016-05-25 05:00:00,51.773952,97.92072
2016-05-25 06:00:00,52.7666,129.46756
2016-05-25 07:00:00,52.651653,158.04959
2016-05-25 08:00:00,52.342476,176.0078
2016-05-25 09:00:00,47.738186,144.39311
2016-05-25 10:00:00,48.85249,149.38669
2016-05-25 11:00:00,51.842083,149.60968
2016-05-25 12:00:00,52.073734,157.53932
2016-05-25 13:00:00,54.686783,169.02597
2016-05-25 14:00:00,56.088722,172.7066
2016-05-25 15:00:00,58.08405,168.48944
2016-05-25 16:00:00,65.36145,188.72647
2016-05-25 17:00:00,102.263664,287.00226
2016-05-25 18:00:00,88.40065,257.98502
2016-05-25 19:00:00,89.09692,165.6257
2016-05-25 20:00:00,79.15411,138.95134
2016-05-25 21:00:00,57.80316,83.37223
2016-05-25 22:00:00,53.49826,66.463974
2016-05-25 23:00:00,51.848976,61.27736
2016-05-26 00:00:00,50.784485,58.60724
2016-05-26 01:00:00,51.154697,58.924446
2016-05-26 02:00:00,50.345627,58.685917
2016-05-26 03:00:00,48.309376,56.940166
2016-05-26 04:00:00,48.702675,62.10829
2016-05-26 05:00:00,52.37984,86.27959
2016-05-26 06:00:00,51.850105,108.20804
2016-05-26 07:00:00,53.34906,148.79124
2016-05-26 08:00:00,51.30909,156.6418
2016-05-26 09:00:00,47.823345,129.35765
2016-05-26 10:00:00,48.88256,130.18413
2016-05-26 11:00:00,50.54638,119.08717
2016-05-26 12:00:00,49.98084,128.31332
2016-05-26 13:00:00,50.475647,129.87802
2016-05-26 14:00:00,52.83791,135.59042
2016-05-26 15:00:00,54.185837,147.31306
2016-05-26 16:00:00,60.961445,195.85204
2016-05-26 17:00:00,92.33834,281.4221
2016-05-26 18:00:00,84.48819,235.74435
2016-05-26 19:00:00,83.73057,219.79361
2016-05-26 20:00:00,75.393364,166.6084
2016-05-26 21:00:00,58.423973,98.80925
2016-05-26 22:00:00,51.703556,68.331474
2016-05-26 23:00:00,49.703705,63.205948
2016-05-27 00:00:00,49.7875,60.95344
2016-05-27 01:00:00,50.279457,60.909134
2016-05-27 02:00:00,49.493645,61.85098
2016-05-27 03:00:00,48.070095,62.362034
2016-05-27 04:00:00,46.888496,68.16624
2016-05-27 05:00:00,46.76687,86.90877
2016-05-27 06:00:00,49.138832,144.24384
2016-05-27 07:00:00,58.501617,297.40128
2016-05-27 08:00:00,65.81169,354.4882
2016-05-27 09:00:00,64.27817,373.07608
2016-05-27 10:00:00,62.80602,373.7087
2016-05-27 11:00:00,72.16837,422.53296
2016-05-27 12:00:00,68.51691,416.9454
2016-05-27 13:00:00,64.16336,384.8736
2016-05-27 14:00:00,59.912167,362.43704
2016-05-27 15:00:00,59.668957,364.29666
2016-05-27 16:00:00,66.110054,384.35757
2016-05-27 17:00:00,77.534,376.80316
2016-05-27 18:00:00,87.83509,325.27307
